ID,NAME,Date,Time,Record identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind
AL091932 0600,            UNNAMED,19320927, 0600,  , HU,18.2,-66.2,100
AL091932 1200,            UNNAMED,19320927,1200,  , HU,18.2,-67.6,90
AL091932 1800,            UNNAMED,19320927,1800,  , HU,18.1,-68.9,90
AL091932 0000,            UNNAMED,19320928, 0000,  , HU,18,-70.4,90
AL091932 0600,            UNNAMED,19320928, 0600,  , HU,18,-72.1,75
AL091932 1200,            UNNAMED,19320928,1200,  , TS,18,-73.7,60
AL091932 1800,            UNNAMED,19320928,1800,  , TS,17.9,-74.9,50
AL091932 0000,            UNNAMED,19320929, 0000,  , TS,17.8,-75.9,45
AL091932 0600,            UNNAMED,19320929, 0600,  , TS,17.7,-76.7,40
AL091932 1200,            UNNAMED,19320929,1200,  , TS,17.6,-77.7,40
AL091932 1800,            UNNAMED,19320929,1800,  , TS,17.5,-78.8,40
AL091932 0000,            UNNAMED,19320930, 0000,  , TS,17.4,-79.9,40
AL091932 0600,            UNNAMED,19320930, 0600,  , TS,17.3,-81.1,40
AL091932 1200,            UNNAMED,19320930,1200,  , TS,17.2,-82.3,40
AL091932 1800,            UNNAMED,19320930,1800,  , TS,17.1,-83.6,40
AL091932 0000,            UNNAMED,19321001, 0000,  , TS,17,-84.9,40
AL091932 0600,            UNNAMED,19321001, 0600,  , TS,16.9,-86.1,40
AL091932 1200,            UNNAMED,19321001,1200,  , TS,16.8,-87.2,40
AL091932 1800,            UNNAMED,19321001,1800,  , TS,16.7,-88.3,40
AL091932 0000,            UNNAMED,19321002, 0000,  , TS,16.5,-89.4,35
AL091932 0600,            UNNAMED,19321002, 0600,  , TD,16.3,-90.5,30
AL091932 1200,            UNNAMED,19321002,1200,  , TD,16,-91.5,30
AL091932 1800,            UNNAMED,19321002,1800,  , TD,15.7,-92.5,25
AL101932 0000,            UNNAMED,19320928, 0000,  , TS,35.5,-49,35
AL101932 0600,            UNNAMED,19320928, 0600,  , TS,35.3,-49.3,35
AL101932 1200,            UNNAMED,19320928,1200,  , TS,35,-49.5,40
AL101932 1800,            UNNAMED,19320928,1800,  , TS,34.7,-49.7,40
AL101932 0000,            UNNAMED,19320929, 0000,  , TS,34.4,-49.9,40
AL101932 0600,            UNNAMED,19320929, 0600,  , TS,34.2,-50.1,40
AL101932 1200,            UNNAMED,19320929,1200,  , TS,34,-50,40
AL101932 1800,            UNNAMED,19320929,1800,  , TS,34.4,-49.5,40
AL101932 0000,            UNNAMED,19320930, 0000,  , TS,35.2,-48.7,35
AL101932 0600,            UNNAMED,19320930, 0600,  , TS,36.5,-47.7,35
AL111932 0000,            UNNAMED,19321007, 0000,  , TD,15.6,-82.4,30
AL111932 0600,            UNNAMED,19321007, 0600,  , TD,15.8,-82.8,30
AL111932 1200,            UNNAMED,19321007,1200,  , TS,16,-83.2,35
AL111932 1800,            UNNAMED,19321007,1800,  , TS,16.2,-83.6,35
AL111932 0000,            UNNAMED,19321008, 0000,  , TS,16.4,-84,35
AL111932 0600,            UNNAMED,19321008, 0600,  , TS,16.7,-84.4,35
AL111932 1200,            UNNAMED,19321008,1200,  , TS,17,-84.8,35
AL111932 1800,            UNNAMED,19321008,1800,  , TS,17.2,-85.4,40
AL111932 0000,            UNNAMED,19321009, 0000,  , TS,17.3,-86,45
AL111932 0600,            UNNAMED,19321009, 0600,  , TS,17.5,-86.4,50
AL111932 1200,            UNNAMED,19321009,1200,  , TS,17.7,-86.8,55
AL111932 1800,            UNNAMED,19321009,1800,  , TS,17.9,-87.2,60
AL111932 0000,            UNNAMED,19321010, 0000,  , TS,18,-87.6,60
AL111932 0600,            UNNAMED,19321010, 0600,  , TS,18.2,-88,50
AL111932 1200,            UNNAMED,19321010,1200,  , TS,18.3,-88.5,40
AL111932 1800,            UNNAMED,19321010,1800,  , TS,18.2,-89,35
AL111932 0000,            UNNAMED,19321011, 0000,  , TS,18.1,-89.5,35
AL111932 0600,            UNNAMED,19321011, 0600,  , TS,18,-90,35
AL111932 1200,            UNNAMED,19321011,1200,  , TD,18,-90.4,30
AL111932 1800,            UNNAMED,19321011,1800,  , TD,18,-90.7,30
AL111932 0000,            UNNAMED,19321012, 0000,  , TD,18,-90.8,30
AL111932 0600,            UNNAMED,19321012, 0600,  , TD,18,-90.9,30
AL111932 1200,            UNNAMED,19321012,1200,  , TD,18,-91,30
AL111932 1800,            UNNAMED,19321012,1800,  , TD,18.2,-91.2,30
AL111932 0000,            UNNAMED,19321013, 0000,  , TD,18.6,-91.5,30
AL111932 0600,            UNNAMED,19321013, 0600,  , TD,19,-91.8,30
AL111932 1200,            UNNAMED,19321013,1200,  , TS,19.5,-92.2,35
AL111932 1800,            UNNAMED,19321013,1800,  , TS,20,-92.8,35
AL111932 0000,            UNNAMED,19321014, 0000,  , TS,20.6,-93.5,40
AL111932 0600,            UNNAMED,19321014, 0600,  , TS,21.2,-94,40
AL111932 1200,            UNNAMED,19321014,1200,  , TS,22,-94.3,40
AL111932 1800,            UNNAMED,19321014,1800,  , TS,23.1,-94.4,45
AL111932 0000,            UNNAMED,19321015, 0000,  , TS,24.6,-94,45
AL111932 0600,            UNNAMED,19321015, 0600,  , TS,26.1,-93.4,50
AL111932 1200,            UNNAMED,19321015,1200,  , TS,27.5,-92.5,50
AL111932 1800,            UNNAMED,19321015,1800,  , EX,28.7,-91.5,50
AL111932 0000,            UNNAMED,19321016, 0000,  , EX,29.8,-90.4,50
AL111932 0600,            UNNAMED,19321016, 0600,  , EX,30.8,-89.3,45
AL111932 1200,            UNNAMED,19321016,1200,  , EX,31.8,-88.2,40
AL111932 1800,            UNNAMED,19321016,1800,  , EX,32.5,-87.4,40
AL111932 0000,            UNNAMED,19321017, 0000,  , EX,33.2,-86.8,35
AL111932 0600,            UNNAMED,19321017, 0600,  , EX,33.8,-86.3,35
AL111932 1200,            UNNAMED,19321017,1200,  , EX,34.4,-85.7,35
AL111932 1800,            UNNAMED,19321017,1800,  , EX,35.1,-84.9,35
AL111932 0000,            UNNAMED,19321018, 0000,  , EX,35.9,-84,35
AL111932 0600,            UNNAMED,19321018, 0600,  , EX,36.6,-83,35
AL111932 1200,            UNNAMED,19321018,1200,  , EX,37.3,-81.8,35
AL121932 0000,            UNNAMED,19321008, 0000,  , TD,23.6,-57,30
AL121932 0600,            UNNAMED,19321008, 0600,  , TS,23.8,-57.7,35
AL121932 1200,            UNNAMED,19321008,1200,  , TS,24,-58.5,35
AL121932 1800,            UNNAMED,19321008,1800,  , TS,24.2,-59.3,35
AL121932 0000,            UNNAMED,19321009, 0000,  , TS,24.5,-60.1,35
AL121932 0600,            UNNAMED,19321009, 0600,  , TS,24.9,-60.8,35
AL121932 1200,            UNNAMED,19321009,1200,  , TS,25.5,-61.5,40
AL121932 1800,            UNNAMED,19321009,1800,  , TS,26.5,-62,40
AL121932 0000,            UNNAMED,19321010, 0000,  , TS,28,-62.3,40
AL121932 0600,            UNNAMED,19321010, 0600,  , TS,29.8,-62.6,45
AL121932 1200,            UNNAMED,19321010,1200,  , TS,31.4,-62.9,45
AL121932 1800,            UNNAMED,19321010,1800,  , TS,32.4,-63.2,50
AL121932 0000,            UNNAMED,19321011, 0000,  , TS,33.2,-63.5,50
AL121932 0600,            UNNAMED,19321011, 0600,  , TS,33.9,-63.7,50
AL121932 1200,            UNNAMED,19321011,1200,  , TS,34.8,-63.5,50
AL121932 1800,            UNNAMED,19321011,1800,  , TS,36.3,-62.5,45
AL121932 0000,            UNNAMED,19321012, 0000,  , TS,38.5,-60.7,45
AL121932 0600,            UNNAMED,19321012, 0600,  , EX,41.5,-57.5,40
AL131932 0000,            UNNAMED,19321018, 0000,  , TS,25.5,-42,35
AL131932 0600,            UNNAMED,19321018, 0600,  , TS,27.2,-42.5,40
AL131932 1200,            UNNAMED,19321018,1200,  , TS,29,-43,45
AL131932 1800,            UNNAMED,19321018,1800,  , TS,31,-43.5,50
AL131932 0000,            UNNAMED,19321019, 0000,  , TS,32.6,-43.6,55
AL131932 0600,            UNNAMED,19321019, 0600,  , TS,34,-43.4,60
AL131932 1200,            UNNAMED,19321019,1200,  , TS,35,-43,60
AL131932 1800,            UNNAMED,19321019,1800,  , TS,35.5,-42.2,55
AL131932 0000,            UNNAMED,19321020, 0000,  , TS,35.7,-41,50
AL131932 0600,            UNNAMED,19321020, 0600,  , TS,35.9,-39.6,45
AL131932 1200,            UNNAMED,19321020,1200,  , TS,36,-38,40
AL131932 1800,            UNNAMED,19321020,1800,  , TS,35.8,-36.4,35
AL131932 0000,            UNNAMED,19321021, 0000,  , TD,35.3,-35,30
AL141932 0600,            UNNAMED,19321030, 0600,  , TD,15,-55.4,25
AL141932 1200,            UNNAMED,19321030,1200,  , TD,15,-56.3,25
AL141932 1800,            UNNAMED,19321030,1800,  , TD,15,-57.2,30
AL141932 0000,            UNNAMED,19321031, 0000,  , TD,14.9,-58.2,30
AL141932 0600,            UNNAMED,19321031, 0600,  , TD,14.9,-59.3,30
AL141932 1200,            UNNAMED,19321031,1200,  , TD,14.8,-60.5,30
AL141932 1800,            UNNAMED,19321031,1800,  , TS,14.8,-61.7,35
AL141932 0000,            UNNAMED,19321101, 0000,  , TS,14.7,-63,40
AL141932 0600,            UNNAMED,19321101, 0600,  , TS,14.6,-64.5,45
AL141932 1200,            UNNAMED,19321101,1200,  , TS,14.5,-66,50
AL141932 1800,            UNNAMED,19321101,1800,  , TS,14.3,-67.2,55
AL141932 0000,            UNNAMED,19321102, 0000,  , TS,14.1,-68.2,60
AL141932 0600,            UNNAMED,19321102, 0600,  , HU,13.9,-69,65
AL141932 1200,            UNNAMED,19321102,1200,  , HU,13.7,-69.5,70
AL141932 1800,            UNNAMED,19321102,1800,  , HU,13.5,-70,75
AL141932 0000,            UNNAMED,19321103, 0000,  , HU,13.4,-70.5,80
AL141932 0600,            UNNAMED,19321103, 0600,  , HU,13.3,-71,85
AL141932 1200,            UNNAMED,19321103,1200,  , HU,13.3,-71.5,85
AL141932 1800,            UNNAMED,19321103,1800,  , HU,13.4,-72.1,85
AL141932 0000,            UNNAMED,19321104, 0000,  , HU,13.5,-72.9,90
AL141932 0600,            UNNAMED,19321104, 0600,  , HU,13.7,-73.7,90
AL141932 1200,            UNNAMED,19321104,1200,  , HU,13.8,-74.4,90
AL141932 1800,            UNNAMED,19321104,1800,  , HU,13.8,-75,100
AL141932 0000,            UNNAMED,19321105, 0000,  , HU,13.8,-75.8,110
AL141932 0600,            UNNAMED,19321105, 0600,  , HU,13.9,-76.8,120
AL141932 1200,            UNNAMED,19321105,1200,  , HU,14,-77.8,130
AL141932 1800,            UNNAMED,19321105,1800,  , HU,14.1,-78.5,140
AL141932 0000,            UNNAMED,19321106, 0000,  , HU,14.2,-78.9,150
AL141932 0600,            UNNAMED,19321106, 0600,  , HU,14.3,-79.2,150
AL141932 1200,            UNNAMED,19321106,1200,  , HU,14.4,-79.5,150
AL141932 1800,            UNNAMED,19321106,1800,  , HU,14.6,-79.8,150
AL141932 0000,            UNNAMED,19321107, 0000,  , HU,14.9,-80.1,145
AL141932 0600,            UNNAMED,19321107, 0600,  , HU,15.2,-80.4,145
AL141932 1200,            UNNAMED,19321107,1200,  , HU,15.5,-80.7,145
AL141932 1800,            UNNAMED,19321107,1800,  , HU,15.8,-80.9,145
AL141932 0000,            UNNAMED,19321108, 0000,  , HU,16.2,-81.1,140
AL141932 0600,            UNNAMED,19321108, 0600,  , HU,16.7,-81.1,140
AL141932 1200,            UNNAMED,19321108,1200,  , HU,17.3,-81,140
AL141932 1800,            UNNAMED,19321108,1800,  , HU,18.1,-80.8,140
AL141932 0000,            UNNAMED,19321109, 0000,  , HU,19.1,-80.6,135
AL141932 0600,            UNNAMED,19321109, 0600,  , HU,20,-79.8,135
AL141932 1200,            UNNAMED,19321109,1200,  , HU,20.8,-78.9,130
AL141932 1800,            UNNAMED,19321109,1800,  , HU,21.5,-77.7,120
AL141932 0000,            UNNAMED,19321110, 0000,  , HU,22.1,-76.5,115
AL141932 0600,            UNNAMED,19321110, 0600,  , HU,23,-75.3,110
AL141932 1200,            UNNAMED,19321110,1200,  , HU,23.8,-74,105
AL141932 1800,            UNNAMED,19321110,1800,  , HU,24.6,-72.5,100
AL141932 0000,            UNNAMED,19321111, 0000,  , HU,25.4,-71.3,95
AL141932 0600,            UNNAMED,19321111, 0600,  , HU,26.3,-70.3,90
AL141932 1200,            UNNAMED,19321111,1200,  , HU,27.3,-69.3,85
AL141932 1800,            UNNAMED,19321111,1800,  , HU,28.3,-68.2,85
AL141932 0000,            UNNAMED,19321112, 0000,  , HU,29.3,-67,85
AL141932 0600,            UNNAMED,19321112, 0600,  , HU,30.3,-65.7,85
AL141932 1200,            UNNAMED,19321112,1200,  , HU,31.3,-64.3,85
AL141932 1800,            UNNAMED,19321112,1800,  , HU,32.6,-62.3,80
AL141932 0000,            UNNAMED,19321113, 0000,  , HU,34.5,-60,75
AL141932 0600,            UNNAMED,19321113, 0600,  , HU,37,-56.8,70
AL141932 1200,            UNNAMED,19321113,1200,  , TS,39.3,-53.3,60
AL141932 1800,            UNNAMED,19321113,1800,  , TS,40.2,-50,60
AL141932 0000,            UNNAMED,19321114, 0000,  , EX,40.3,-47,55
AL141932 0600,            UNNAMED,19321114, 0600,  , EX,40.2,-43.5,50
AL141932 1200,            UNNAMED,19321114,1200,  , EX,40,-40,45
AL141932 1800,            UNNAMED,19321114,1800,  , EX,39.8,-36,45
AL151932 0600,            UNNAMED,19321103, 0600,  , TS,13.8,-47.8,35
AL151932 1200,            UNNAMED,19321103,1200,  , TS,14.9,-48,35
AL151932 1800,            UNNAMED,19321103,1800,  , TS,16,-48.2,35
AL151932 0000,            UNNAMED,19321104, 0000,  , TS,17,-47.9,35
AL151932 0600,            UNNAMED,19321104, 0600,  , TS,18,-47.2,35
AL151932 1200,            UNNAMED,19321104,1200,  , TS,19,-46.2,40
AL151932 1800,            UNNAMED,19321104,1800,  , TS,20,-45.4,40
AL151932 0000,            UNNAMED,19321105, 0000,  , TS,21,-44.8,40
AL151932 0600,            UNNAMED,19321105, 0600,  , TS,22,-44.5,40
AL151932 1200,            UNNAMED,19321105,1200,  , TS,23,-44.5,45
AL151932 1800,            UNNAMED,19321105,1800,  , TS,24,-45,50
AL151932 0000,            UNNAMED,19321106, 0000,  , TS,24.9,-45.8,55
AL151932 0600,            UNNAMED,19321106, 0600,  , TS,25.7,-46.8,60
AL151932 1200,            UNNAMED,19321106,1200,  , TS,26.3,-47.5,60
AL151932 1800,            UNNAMED,19321106,1800,  , HU,26.7,-47.9,65
AL151932 0000,            UNNAMED,19321107, 0000,  , HU,27,-48.1,65
AL151932 0600,            UNNAMED,19321107, 0600,  , HU,27.1,-48.1,70
AL151932 1200,            UNNAMED,19321107,1200,  , HU,27.5,-48,75
AL151932 1800,            UNNAMED,19321107,1800,  , HU,28,-47.9,80
AL151932 0000,            UNNAMED,19321108, 0000,  , HU,28.7,-47.6,85
AL151932 0600,            UNNAMED,19321108, 0600,  , HU,30,-46.6,85
AL151932 1200,            UNNAMED,19321108,1200,  , HU,31.5,-45.4,85
AL151932 1800,            UNNAMED,19321108,1800,  , HU,32.7,-44.4,85
AL151932 0000,            UNNAMED,19321109, 0000,  , HU,33.6,-43.6,85
AL151932 0600,            UNNAMED,19321109, 0600,  , HU,34.4,-42.9,85
AL151932 1200,            UNNAMED,19321109,1200,  , HU,35,-42,80
AL151932 1800,            UNNAMED,19321109,1800,  , HU,35.6,-40,75
AL151932 0000,            UNNAMED,19321110, 0000,  , HU,36.2,-37,70
AL151932 0600,            UNNAMED,19321110, 0600,  , EX,36.9,-33.5,70
AL151932 1200,            UNNAMED,19321110,1200,  , EX,37.6,-29.5,70
AL151932 1800,            UNNAMED,19321110,1800,  , EX,38.4,-26,60
AL011933 1200,            UNNAMED,19330514,1200,  , TS,13.3,-82,35
AL011933 1800,            UNNAMED,19330514,1800,  , TS,14.3,-82.7,35
AL011933 0000,            UNNAMED,19330515, 0000,  , TS,15.3,-83.4,35
AL011933 0600,            UNNAMED,19330515, 0600,  , TS,16.5,-84.1,35
AL011933 1200,            UNNAMED,19330515,1200,  , TS,18.2,-84.9,35
AL011933 1800,            UNNAMED,19330515,1800,  , TS,20.2,-86,40
AL011933 0000,            UNNAMED,19330516, 0000,  , TS,22.2,-87.3,45
AL011933 0600,            UNNAMED,19330516, 0600,  , TS,22.7,-88.7,45
AL011933 1200,            UNNAMED,19330516,1200,  , TS,23,-90,45
AL011933 1800,            UNNAMED,19330516,1800,  , TS,23,-90.4,45
AL011933 0000,            UNNAMED,19330517, 0000,  , TS,22.9,-90.6,45
AL011933 0600,            UNNAMED,19330517, 0600,  , TS,22.7,-90.8,45
AL011933 1200,            UNNAMED,19330517,1200,  , TS,22.5,-91,45
AL011933 1800,            UNNAMED,19330517,1800,  , TS,22,-91.2,45
AL011933 0000,            UNNAMED,19330518, 0000,  , TS,21.4,-91.3,40
AL011933 0600,            UNNAMED,19330518, 0600,  , TS,20.7,-91.4,40
AL011933 1200,            UNNAMED,19330518,1200,  , TS,20.1,-91.5,35
AL011933 1800,            UNNAMED,19330518,1800,  , TS,19.5,-91.6,35
AL011933 0000,            UNNAMED,19330519, 0000,  , TS,19,-91.7,35
AL011933 0600,            UNNAMED,19330519, 0600,  , TD,18.5,-91.6,30
AL011933 1200,            UNNAMED,19330519,1200,  , TD,18,-91.5,25
AL011933 1800,            UNNAMED,19330519,1800,  , TD,17.5,-91.5,25
AL021933 1200,            UNNAMED,19330624,1200,  , TD,9,-42.5,30
AL021933 1800,            UNNAMED,19330624,1800,  , TD,9,-43.8,30
AL021933 0000,            UNNAMED,19330625, 0000,  , TS,9,-45.2,35
AL021933 0600,            UNNAMED,19330625, 0600,  , TS,9,-46.6,35
AL021933 1200,            UNNAMED,19330625,1200,  , TS,9,-48,35
AL021933 1800,            UNNAMED,19330625,1800,  , TS,9,-49.3,35
AL021933 0000,            UNNAMED,19330626, 0000,  , TS,9,-50.7,40
AL021933 0600,            UNNAMED,19330626, 0600,  , TS,9.1,-52.1,40
AL021933 1200,            UNNAMED,19330626,1200,  , TS,9.2,-53.5,45
AL021933 1800,            UNNAMED,19330626,1800,  , TS,9.3,-54.8,50
AL021933 0000,            UNNAMED,19330627, 0000,  , TS,9.4,-56.2,55
AL021933 0600,            UNNAMED,19330627, 0600,  , TS,9.5,-57.6,60
AL021933 1200,            UNNAMED,19330627,1200,  , HU,9.6,-59,70
AL021933 1800,            UNNAMED,19330627,1800,  , HU,9.9,-60.4,75
AL021933 0000,            UNNAMED,19330628, 0000,  , HU,10.3,-61.8,75
AL021933 0600,            UNNAMED,19330628, 0600,  , HU,10.9,-63.2,65
AL021933 1200,            UNNAMED,19330628,1200,  , HU,11.5,-64.6,65
AL021933 1800,            UNNAMED,19330628,1800,  , HU,12,-65.9,65
AL021933 0000,            UNNAMED,19330629, 0000,  , HU,12.4,-67.3,70
AL021933 0600,            UNNAMED,19330629, 0600,  , HU,12.8,-68.7,75
AL021933 1200,            UNNAMED,19330629,1200,  , HU,13.2,-70,80
AL021933 1800,            UNNAMED,19330629,1800,  , HU,13.6,-71,80
AL021933 0000,            UNNAMED,19330630, 0000,  , HU,14,-72,80
AL021933 0600,            UNNAMED,19330630, 0600,  , HU,14.4,-73,80
AL021933 1200,            UNNAMED,19330630,1200,  , HU,14.8,-74.1,80
AL021933 1800,            UNNAMED,19330630,1800,  , HU,15.3,-75.2,85
AL021933 0000,            UNNAMED,19330701, 0000,  , HU,15.8,-76.2,85
AL021933 0600,            UNNAMED,19330701, 0600,  , HU,16.1,-77.2,85
AL021933 1200,            UNNAMED,19330701,1200,  , HU,16.3,-78.2,85
AL021933 1800,            UNNAMED,19330701,1800,  , HU,16.7,-79.3,85
AL021933 0000,            UNNAMED,19330702, 0000,  , HU,17.2,-80.4,85
AL021933 0600,            UNNAMED,19330702, 0600,  , HU,18.1,-81.3,85
AL021933 1200,            UNNAMED,19330702,1200,  , HU,19.2,-82,85
AL021933 1800,            UNNAMED,19330702,1800,  , HU,20.1,-82.6,85
AL021933 0000,            UNNAMED,19330703, 0000,  , HU,21.1,-83.2,85
AL021933 0600,            UNNAMED,19330703, 0600,  , HU,22,-83.9,85
AL021933 1200,            UNNAMED,19330703,1200,  , HU,22.9,-84.6,80
AL021933 1800,            UNNAMED,19330703,1800,  , HU,23.5,-85.2,80
AL021933 0000,            UNNAMED,19330704, 0000,  , HU,23.9,-85.8,85
AL021933 0600,            UNNAMED,19330704, 0600,  , HU,24.3,-86.4,85
AL021933 1200,            UNNAMED,19330704,1200,  , HU,24.7,-87,85
AL021933 1800,            UNNAMED,19330704,1800,  , HU,25.1,-87.8,85
AL021933 0000,            UNNAMED,19330705, 0000,  , HU,25.5,-88.9,90
AL021933 0600,            UNNAMED,19330705, 0600,  , HU,25.5,-90.3,95
AL021933 1200,            UNNAMED,19330705,1200,  , HU,25.5,-91.5,95
AL021933 1800,            UNNAMED,19330705,1800,  , HU,25.3,-92.6,95
AL021933 0000,            UNNAMED,19330706, 0000,  , HU,25.1,-93.6,95
AL021933 0600,            UNNAMED,19330706, 0600,  , HU,24.9,-94.6,90
AL021933 1200,            UNNAMED,19330706,1200,  , HU,24.6,-95.6,90
AL021933 1800,            UNNAMED,19330706,1800,  , HU,24.2,-96.5,85
AL021933 0000,            UNNAMED,19330707, 0000,  , HU,23.7,-97.5,85
AL021933 0600,            UNNAMED,19330707, 0600,  , TS,23.1,-98.6,60
AL021933 1200,            UNNAMED,19330707,1200,  , TS,22.5,-99.8,35
AL031933 0000,            UNNAMED,19330714, 0000,  , TD,14.9,-60,30
AL031933 0600,            UNNAMED,19330714, 0600,  , TD,15.5,-61.5,30
AL031933 1200,            UNNAMED,19330714,1200,  , TD,16,-63,30
AL031933 1800,            UNNAMED,19330714,1800,  , TD,16.3,-64.5,30
AL031933 0000,            UNNAMED,19330715, 0000,  , TD,16.6,-66,30
